vocabulary,ch_meaning,en_meaning,equation_1,equation_2,list,id
underplay,v.淡化…的重要性,to play a role with subdued force,underplay = downplay + minimize,underplay = undervalue + diminish,list15,3436
insurrection,n.叛乱,an act of instance of revolting against civil authority or an established government,insurrection = rebellion + uprising,insurrection = revolt + authority,list15,3437
emblematic,adj.象征的,representing something that cannot be seen by itself,emblematic = symbolic + representative,emblematic = indicative + signifying,list15,3438
predominant,adj.占优势的，主导的,"more important, powerful, successful, or noticeable than other people or things",predominant = dominant + main,predominant = prevalent + primary,list15,3439
moody,adj.喜怒无常的,expressive of a mood,moody = unpredictable + gloomy,moody = temperamental + sullen,list15,3440
bifurcate,v.(使)分成两支,divide into two branched,bifurcate = divide + split into two,bifurcate = branch + separate,list15,3441
underlie,adj.构成…的基础,form the foundation of,underlie = cause + support,underlie = basis + fundamental,list15,3442
induce,v.引发，导致,cause,induce = cause + trigger,induce = initiate + prompt,list15,3443
synergy,n.协同，协同作用,a mutually advantageous conjunction or compatibility of distinct business participants or elements,synergy = cooperation + enhanced effect,synergy = combined effort + amplified outcome,list15,3444
mordant,adj.尖酸刻薄的,biting caustic,mordant = sharp + critical,mordant = biting + sarcastic,list15,3445
fashion,v.使成型，制作,to give shape or form to,fashion = shape + form,fashion = craft + design,list15,3446
reproduce,v.再现,to present again,reproduce = duplicate + copy,reproduce = replicate + imitate,list15,3447
spin,v.旋转,to revolve rapidly,spin = rotate + twirl,spin = whirl + revolve,list15,3448
sporadic,adj.断断续续的,not often occurring,sporadic = irregular + intermittent,sporadic = scattered + infrequent,list15,3449
garish,adj.过于鲜艳的，过于张扬的,strident color,garish = overly bright + showy,garish = lurid + gaudy,list15,3450
retribution,n.报偿，报应,reward or punishment,retribution = punishment + vengeance,retribution = justice + consequence,list15,3451
thorough,adj.周密的,careful about doing something in an accurate and exact way,thorough = comprehensive + detailed,thorough = exhaustive + in-depth,list15,3452
abound,v.充满 ,to be present in large numbers or in great quantity,abound = overflow + plentiful,abound = teem + ample,list15,3453
feedback,n.反馈,"helpful information or criticism that is given to someone to say what can be done to improve a performance, product, etc",feedback = response + improvement,feedback = input + evaluation,list15,3454
ornamental,adj.装饰的,used for decoration,ornamental = decorative + adorn,ornamental = beautifying + decorative purpose,list15,3455
compensate,v.补偿,to make up for some defect or weakness,compensate = payback + redress,compensate = reimburse + make amends,list15,3456
appraise,v.评估,"to evaluate the worth, significance or status of",appraise = evaluate + assess,appraise = estimate + judge,list15,3457
confederacy,n.联邦，同盟,a league or compact for mutual support or common action,confederacy = alliance + union,confederacy = federation + coalition,list15,3458
render,v.给予，呈现,to transmit to another,render = provide + give,render = deliver + offer,list15,3459
rampant,adj.(植物)生长茂盛的；adj.猖獗的，不受限制的,1. growing thickly; 2. occuring without restraint,rampant = uncontrolled + widespread,rampant = unrestrained + pervasive,list15,3460
minutia,n.琐事，细节,a minute or minor detail,minutia = detail + specifics,minutia = trivialities + fine points,list15,3461
imprudent,adj.不明智的,lacking good judgement,imprudent = careless + rash,imprudent = reckless + unwise,list15,3462
screed,n.冗长的文章,a ranting piece of writing,screed = lengthy writing + rant,screed = extended discourse + opinionated,list15,3463
dispense,v.分配，提供,to divide and share out according to a plan,dispense = distribute + provide,dispense = give out + supply,list15,3464
hagiography,n.理想化（传记）,idealizing or idolizing biography,hagiography = idealized biography + saint,hagiography = flattering account + religious figure,list15,3465
invaluable,adj.非常宝贵的,valuable beyond estimation,invaluable = extremely valuable + priceless,invaluable = beyond measure + essential,list15,3466
grandeur,n.宏伟，壮丽,grand,grandeur = splendor + impressive appearance,grandeur = magnificence + greatness,list15,3467
bogus,adj.伪造的，假冒的,being such in appearance only,bogus = fake + not genuine,bogus = counterfeit + deceptive,list15,3468
elaborate,adj.详细的，复杂的；vt.详细阐述,1. complexity; 2. in detail,elaborate = detailed + complex,elaborate = intricate + well-designed,list15,3469
byline,n.署名行,"a line at the begining of a news story, magazine article, or book giving the writer's name",byline = article + author's name,byline = writer credit + publication,list15,3470
jeremiad,n.悲叹,a prolonged lamentation or complaint,jeremiad = complaint + lamentation,jeremiad = list of woes + mournful tone,list15,3471
intrinsic,adj.固有的，内在的,essential,intrinsic = natural + essential,intrinsic = inherent + fundamental,list15,3472
luxuriant,adj.茂盛的；adj.丰富的,1. yielding abundantly; 2. abundantly and often extravagantly rich and varied,luxuriant = rich growth + lush,luxuriant = abundant + vigorous,list15,3473
aesthetic,adj.审美的；adj.美观的,1. of or relating to art or beauty; 2. pleasing in appearance,aesthetic = beauty + appreciation,aesthetic = art + visual appeal,list15,3474
elegiac,adj.哀悼的,written in or consisting of elegiac couplets,elegiac = sorrowful + lamenting,elegiac = melancholic + mournful,list15,3475
optimism,n.乐观,a feeling or belief that good things will happen in the future,optimism = hopefulness + confidence,optimism = positive outlook + expectation of success,list15,3476
girth,n.腰围,a measure around a body,girth = circumference + middle measurement,girth = waist size + perimeter,list15,3477
arrogant,adj.傲慢的,having an exaggerated sense of one's own importance or abilities,arrogant = overconfident + self-important,arrogant = conceited + haughty,list15,3478
peripheral,adj.辅助性的,available to supply,peripheral = edge + outer,peripheral = borderline + marginal,list15,3479
overt,adj.明显的，公开的,open,overt = open + obvious,overt = visible + unconcealed,list15,3480
nonplus,vt.使迷惑，使困窘,perplex,nonplus = confuse + surprise,nonplus = bewilder + stun,list15,3481
irrefutable,adj.无法反驳的,not able to be proved wrong,irrefutable = undeniable + proven,irrefutable = indisputable + conclusive,list15,3482
rant,n.(尤指长时间的)训斥，责骂,angry scolding,rant = rave + speak wildly,rant = bluster + verbally attack,list15,3483
hortatory,adj.劝告的,"hortative, exhortatory",hortatory = exhorting + encouraging,hortatory = urging + persuasive,list15,3484
indignant,adj.愤愤不平的,feeling or showing anger because of something unjust or unworthy,indignant = angry + unfair treatment,indignant = resentful + wronged,list15,3485
antecedent,n.先例,something that came before something else and may have influenced or caused it,antecedent = predecessor + prior event,antecedent = forerunner + earlier occurrence,list15,3486
fuel,v.支持，激励,"support, stimulate",fuel = stimulus + motivation,fuel = encouragement + drive,list15,3487
intrude,v.打扰，干涉,"to thrust oneself in without invitation, permission, or welcome",intrude = invade + unwelcome entry,intrude = disturb + interrupt,list15,3488
naysayer,n.唱反调的人,a person who says something will not work or is not possible,naysayer = critic + opponent,naysayer = detractor + pessimist,list15,3489
pragmatic,adj.实用主义的，务实的,a practical approach,pragmatic = practical + realistic,pragmatic = sensible + functional,list15,3490
belittle,v.轻视,to speak slightingly of,belittle = diminish + undermine,belittle = disparage + devalue,list15,3491
beneficence,n.慈善，善行,a charitable act of gift,beneficence = goodness + generosity,beneficence = kindness + altruism,list15,3492
consummate,adj.专业的，有造诣的；adj.无纰漏的，完美的,1. extremely skilled; 2. perfect,consummate = highly skilled + perfect,consummate = expert + flawless,list15,3494
proposition,n.观点，主张,a statement or assertion that expresses a judgment or opinion,proposition = statement + judgment,proposition = assertion + opinion,list15,3495
bewilder,v.使迷惑,"to perplex or confuse especially by a complexity, variety, or multitude of objects or considerations",bewilder = confuse + perplex,bewilder = baffle + puzzle,list15,3496
auspicious,adj.好兆头的,toward a happy outcome,auspicious = favorable + success,auspicious = promising + positive outcome,list15,3497
restless,adj.不平静的,lack of quiet,restless = anxious + unable to relax,restless = bored + fidgety,list15,3498
scarce,adj.缺乏的,very small in amount or number,scarce = limited + in demand,scarce = short supply + insufficient,list15,3499
narcissism,n.自恋,"egoism, egocentrism",narcissism = self-admiration + vanity,narcissism = self-love + egoism,list15,3500
celebrate,v.赞美,to praise,celebrate = acknowledge + festivity,celebrate = commemorate + enjoy,list15,3501
hypercritical,adj.吹毛求疵的,meticulously or excessively critical,hypercritical = excessively critical + unreasonable,hypercritical = overly judgmental + harsh,list15,3502
pedigree,n.血统，来源,the origin and the history of something,pedigree = recorded ancestry + lineage,pedigree = heritage + ancestral line,list15,3503
unsettle,v.使不安,"to make nervous, worried, or upset",unsettle = disturb + anxiety,unsettle = disrupt + unease,list15,3504
congest,v.拥挤，堵塞,to concentrate in a small or narrow space,congest = overcrowd + block,congest = fill excessively + clog,list15,3505
combustion,n.燃烧,an act of instance of burning,combustion = burning + chemical reaction,combustion = fuel + oxidation,list15,3506
